timestamp,segment,speed,distance_m,actual_eta_seconds,baseline_eta_seconds,xgb_eta_seconds,baseline_eta_error,xgb_eta_error
2026-02-21 01:11:00,VLR_004->VLR_005,33.0,4762.42861097274,519.5376666515716,398.7149534767875,435.7659822170044,120.8227131747841,83.77168443456719
2026-02-21 01:11:00,VLR_010->VLR_011,31.0,548.2308406345504,63.665516976915534,58.047971361305336,57.547919112128746,5.617545615610197,6.117597864786788
2026-02-21 01:12:00,VLR_009->VLR_010,31.0,2548.2634963239693,295.9273737666545,277.99238141716023,275.0303427464419,17.93499234949428,20.897031020212637
2026-02-21 01:13:00,VLR_004->VLR_005,42.0,4762.42861097274,408.20816665480623,519.5376666515716,443.23858438431506,111.32949999676538,35.03041772950883
2026-02-21 01:14:00,VLR_005->VLR_006,37.0,23172.463843520196,2254.618103693857,2085.5217459168175,2244.540321920383,169.09635777703943,10.077781773473816
2026-02-21 01:14:00,VLR_007->VLR_008,38.0,19504.329935217258,1847.778625441635,1950.4329935217258,2087.448688797799,102.65436808009076,239.67006335616406
2026-02-21 01:15:00,VLR_005->VLR_006,39.0,23172.463843520196,2138.996662478787,2254.618103693857,2231.2100534644587,115.62144121506981,92.2133909856716
2026-02-21 01:16:00,VLR_002->VLR_030,30.0,6371.727359509493,764.6072831411391,790.9730515253164,691.8290778444896,26.365768384177272,72.7782052966495
2026-02-21 01:16:00,VLR_011->VLR_012,32.0,615.6104288556737,69.25617324626329,59.89723091568717,64.61121039663566,9.35894233057612,4.644962849627632
2026-02-21 01:17:00,VLR_030->VLR_005,31.0,451.5027227307727,52.43257425260586,47.80617064208181,49.402731119446834,4.626403610524051,3.0298431331590265
2026-02-21 01:18:00,VLR_007->VLR_008,43.0,19504.329935217258,1632.9206457391192,1847.778625441635,2048.130015658612,214.85797970251588,415.20936991949293
2026-02-21 01:21:00,VLR_021->VLR_022,42.0,1657.6263414122113,142.0822578353324,170.49870940239887,165.4748376806135,28.416451567066474,23.39257984528109
2026-02-21 01:22:00,VLR_010->VLR_011,38.0,548.2308406345504,51.93765858643109,63.665516976915534,58.30970734663158,11.727858390484442,6.372048760200492
2026-02-21 01:23:00,VLR_002->VLR_030,33.0,6371.727359509493,695.0975301283082,764.6072831411391,698.4035334879319,69.50975301283086,3.3060033596236735
2026-02-21 01:24:00,VLR_030->VLR_005,34.0,451.5027227307727,47.80617064208181,52.43257425260586,48.905756961701655,4.626403610524051,1.0995863196198457
2026-02-21 01:25:00,VLR_002->VLR_003,30.0,3893.3638654219217,467.20366385063056,438.00343485996615,423.37197655499125,29.200228990664414,43.83168729563931
2026-02-21 01:25:00,VLR_003->VLR_004,42.0,5457.230291661927,467.7625964281652,491.1507262495735,554.3264937917553,23.388129821408313,86.56389736359012
2026-02-21 01:26:00,VLR_005->VLR_006,40.0,23172.463843520196,2085.5217459168175,2138.996662478787,2163.274875849689,53.47491656196962,77.75312993287162
2026-02-21 01:26:00,VLR_003->VLR_004,41.0,5457.230291661927,479.1714402434863,467.7625964281652,519.1801179412493,11.40884381532112,40.00867769776295
2026-02-21 01:28:00,VLR_004->VLR_005,43.0,4762.42861097274,398.7149534767875,408.20816665480623,452.55971302897314,9.49321317801872,53.84475955218562
2026-02-21 01:30:00,VLR_011->VLR_012,39.0,615.6104288556737,56.82557804821603,69.25617324626329,65.04520325170101,12.430595198047257,8.21962520348498
2026-02-21 01:31:00,VLR_020->VLR_021,37.0,578.723937221556,56.308274972908144,53.420671128143624,57.22037429747305,2.88760384476452,0.912099324564906
2026-02-21 01:33:00,VLR_005->VLR_006,34.0,23172.463843520196,2453.554995196256,2085.5217459168175,2201.0506673859472,368.0332492794387,252.50432781030895
2026-02-21 01:33:00,VLR_010->VLR_011,35.0,548.2308406345504,56.38945789383946,51.93765858643109,56.238617690959344,4.451799307408372,0.15084020288011857
2026-02-21 01:38:00,VLR_001->VLR_002,37.0,3339.0012108314086,324.8757934862992,387.75497932235714,364.71948371378335,62.87918583605796,39.84369022748416
2026-02-21 01:38:00,VLR_003->VLR_004,43.0,5457.230291661927,456.8843965112311,479.1714402434863,507.8536929339782,22.2870437322552,50.96929642274711
2026-02-21 01:38:00,VLR_011->VLR_012,38.0,615.6104288556737,58.3209879968533,56.82557804821603,62.21437403008612,1.495409948637267,3.8933860332328223
2026-02-21 01:38:00,VLR_030->VLR_005,34.0,451.5027227307727,47.80617064208181,47.80617064208181,49.19510207024433,0.0,1.3889314281625218
2026-02-21 01:39:00,VLR_012->VLR_010,31.0,1044.8880302626767,121.34183577243988,125.3865636315212,113.42045158270966,4.04472785908132,7.921384189730219
2026-02-21 01:39:00,VLR_005->VLR_006,40.0,23172.463843520196,2085.5217459168175,2453.554995196256,2223.4413477477683,368.0332492794387,137.9196018309508
2026-02-21 01:45:00,VLR_002->VLR_003,35.0,3893.3638654219217,400.4602833005405,467.20366385063056,427.4539550940786,66.74338055009008,26.993671793538113
2026-02-21 01:46:00,VLR_021->VLR_022,41.0,1657.6263414122113,145.54767875814537,142.0822578353324,152.4370139900992,3.4654209228129673,6.889335231953822
2026-02-21 01:48:00,VLR_008->VLR_009,39.0,860.0313838510416,79.38751235548075,75.51495077716463,82.94820763912965,3.872561578316123,3.560695283648897
2026-02-21 01:49:00,VLR_012->VLR_010,37.0,1044.8880302626767,101.66478132285502,121.34183577243988,113.04928579616714,19.67705444958486,11.38450447331212
2026-02-21 01:50:00,VLR_020->VLR_021,35.0,578.723937221556,59.52589068564575,56.308274972908144,56.80777347775864,3.2176157127376044,2.7181172078871114
2026-02-21 01:51:00,VLR_001->VLR_002,32.0,3339.0012108314086,375.63763621853343,324.8757934862992,364.9604412436515,50.76184273223424,10.677194974881957
2026-02-21 01:51:00,VLR_021->VLR_022,37.0,1657.6263414122113,161.28256294821514,145.54767875814537,157.03196048664682,15.734884190069778,4.25060246156832
2026-02-21 01:52:00,VLR_003->VLR_004,38.0,5457.230291661927,517.0007644732352,456.8843965112311,516.8683858134623,60.11636796200412,0.1323786597729395
2026-02-21 01:52:00,VLR_010->VLR_011,33.0,548.2308406345504,59.8070007964964,56.38945789383946,55.67539478985514,3.4175429026569404,4.131606006641263
2026-02-21 01:54:00,VLR_009->VLR_010,30.0,2548.2634963239693,305.7916195588763,295.9273737666545,274.9396721898575,9.864245792221766,30.851947369018774
2026-02-21 01:55:00,VLR_004->VLR_005,36.0,4762.42861097274,476.242861097274,398.7149534767875,449.39494839901715,77.52790762048647,26.847912698256835
2026-02-21 01:55:00,VLR_008->VLR_009,42.0,860.0313838510416,73.7169757586607,79.38751235548075,81.12409257786037,5.670536596820057,7.407116819199672
2026-02-21 01:55:00,VLR_009->VLR_010,33.0,2548.2634963239693,277.99238141716023,305.7916195588763,280.18089629659323,27.799238141716046,2.1885148794330007
2026-02-21 01:57:00,VLR_004->VLR_005,43.0,4762.42861097274,398.7149534767875,476.242861097274,453.42703714354883,77.52790762048647,54.712083666761316
2026-02-21 01:57:00,VLR_012->VLR_010,35.0,1044.8880302626767,107.47419739844673,101.66478132285502,112.68429615602506,5.809416075591713,5.210098757578322
2026-02-21 01:59:00,VLR_007->VLR_008,35.0,19504.329935217258,2006.1596504794893,1632.9206457391192,1855.931930692564,373.2390047403701,150.22771978692526
2026-02-21 02:00:00,VLR_010->VLR_011,35.0,548.2308406345504,56.38945789383946,59.8070007964964,58.03797787718434,3.4175429026569404,1.648519983344876
2026-02-21 02:01:00,VLR_020->VLR_021,41.0,578.723937221556,50.814784731648814,59.52589068564575,56.61062173448548,8.711105953996935,5.795837002836663
2026-02-21 02:03:00,VLR_007->VLR_008,41.0,19504.329935217258,1712.5753113849298,2006.1596504794893,1879.4679228955938,293.5843390945595,166.89261151066398
2026-02-21 02:03:00,VLR_002->VLR_003,36.0,3893.3638654219217,389.33638654219214,400.4602833005405,426.2390629863297,11.123896758348337,36.90267644413757
2026-02-21 02:04:00,VLR_004->VLR_005,42.0,4762.42861097274,408.20816665480623,398.7149534767875,451.38328124763933,9.49321317801872,43.1751145928331
2026-02-21 02:06:00,VLR_010->VLR_011,38.0,548.2308406345504,51.93765858643109,56.38945789383946,58.71484286826708,4.451799307408372,6.777184281835986
2026-02-21 02:06:00,VLR_002->VLR_030,34.0,6371.727359509493,674.6534851245345,695.0975301283082,696.1873508867474,20.44404500377368,21.533865762212827
2026-02-21 02:06:00,VLR_021->VLR_022,37.0,1657.6263414122113,161.28256294821514,161.28256294821514,155.60172470286446,0.0,5.680838245350685
2026-02-21 02:07:00,VLR_001->VLR_002,35.0,3339.0012108314086,343.44012454265913,375.63763621853343,365.08058262472,32.197511675874296,21.64045808206089
2026-02-21 02:09:00,VLR_005->VLR_006,42.0,23172.463843520196,1986.2111865874451,2085.5217459168175,2188.308134336213,99.31055932937238,202.09694774876766
2026-02-21 02:09:00,VLR_003->VLR_004,41.0,5457.230291661927,479.1714402434863,517.0007644732352,514.7292938592061,37.82932422974892,35.55785361571981
2026-02-21 02:09:00,VLR_004->VLR_005,39.0,4762.42861097274,439.6087948590221,408.20816665480623,452.66345912558944,31.400628204215877,13.054664266567329
2026-02-21 02:10:00,VLR_012->VLR_010,33.0,1044.8880302626767,113.98778511956472,107.47419739844673,111.77289348338441,6.513587721117986,2.2148916361803117
2026-02-21 02:11:00,VLR_007->VLR_008,35.0,19504.329935217258,2006.1596504794893,1712.5753113849298,1844.495889398853,293.5843390945595,161.66376108063628
2026-02-21 02:12:00,VLR_020->VLR_021,35.0,578.723937221556,59.52589068564575,50.814784731648814,55.620797863220396,8.711105953996935,3.9050928224253525
2026-02-21 02:12:00,VLR_008->VLR_009,36.0,860.0313838510416,86.00313838510417,73.7169757586607,81.30674815956945,12.28616262644347,4.696390225534714
2026-02-21 02:12:00,VLR_030->VLR_005,37.0,451.5027227307727,43.92999464407518,47.80617064208181,49.20807441305902,3.87617599800663,5.278079768983844
2026-02-21 02:16:00,VLR_008->VLR_009,37.0,860.0313838510416,83.6787292395608,86.00313838510417,81.83423414167626,2.3244091455433704,1.8444950978845327
2026-02-21 02:17:00,VLR_009->VLR_010,32.0,2548.2634963239693,286.67964333644653,277.99238141716023,278.3720511059207,8.6872619192863,8.307592230525813
2026-02-21 02:19:00,VLR_010->VLR_011,37.0,548.2308406345504,53.34137908876706,51.93765858643109,58.383074336102375,1.4037205023359718,5.041695247335312
2026-02-21 02:20:00,VLR_011->VLR_012,36.0,615.6104288556737,61.561042885567375,58.3209879968533,59.779774626245036,3.240054888714077,1.7812682593223386
2026-02-21 02:21:00,VLR_005->VLR_006,36.0,23172.463843520196,2317.2463843520195,1986.2111865874451,2190.5856055473805,331.0351977645744,126.660778804639
2026-02-21 02:22:00,VLR_008->VLR_009,36.0,860.0313838510416,86.00313838510417,83.6787292395608,81.57028397315005,2.3244091455433704,4.432854411954111
2026-02-21 02:24:00,VLR_005->VLR_006,38.0,23172.463843520196,2195.286048333492,2317.2463843520195,2195.462430758031,121.96033601852741,0.1763824245390424
2026-02-21 02:26:00,VLR_012->VLR_010,36.0,1044.8880302626767,104.48880302626768,113.98778511956472,110.95318557398994,9.498982093297045,6.464382547722266
2026-02-21 02:27:00,VLR_002->VLR_030,31.0,6371.727359509493,739.9425320720702,674.6534851245345,695.1397411298508,65.28904694753567,44.80279094221942
2026-02-21 02:30:00,VLR_001->VLR_002,33.0,3339.0012108314086,364.25467754524453,343.44012454265913,362.5885289941923,20.8145530025854,1.6661485510522311
2026-02-21 02:30:00,VLR_001->VLR_002,29.0,3339.0012108314086,414.4967020342438,364.25467754524453,358.70441860399944,50.24202448899928,55.79228343024437
2026-02-21 02:30:00,VLR_002->VLR_003,29.0,3893.3638654219217,483.31413501789376,389.33638654219214,427.2727243616147,93.97774847570162,56.04141065627908
2026-02-21 02:30:00,VLR_005->VLR_006,40.0,23172.463843520196,2085.5217459168175,2195.286048333492,2197.2567802396857,109.76430241667458,111.73503432286816
2026-02-21 02:30:00,VLR_021->VLR_022,41.0,1657.6263414122113,145.54767875814537,161.28256294821514,157.1207643424873,15.734884190069778,11.573085584341925
2026-02-21 02:31:00,VLR_002->VLR_030,31.0,6371.727359509493,739.9425320720702,739.9425320720702,695.1397411298508,0.0,44.80279094221942
2026-02-21 02:32:00,VLR_004->VLR_005,36.0,4762.42861097274,476.242861097274,439.6087948590221,449.3371243986757,36.634066238251876,26.905736698598275
2026-02-21 02:35:00,VLR_030->VLR_005,29.0,451.5027227307727,56.04861385623385,43.92999464407518,48.054628316150826,12.11861921215867,7.993985540083024
2026-02-21 02:37:00,VLR_020->VLR_021,39.0,578.723937221556,53.420671128143624,59.52589068564575,56.0969846329485,6.105219557502124,2.676313504804874
2026-02-21 02:37:00,VLR_004->VLR_005,35.0,4762.42861097274,489.8497999857675,476.242861097274,451.94571867267246,13.606938888493517,37.90408131309505
2026-02-21 02:37:00,VLR_003->VLR_004,42.0,5457.230291661927,467.7625964281652,479.1714402434863,517.8928382393913,11.40884381532112,50.130241811226085
2026-02-21 02:37:00,VLR_003->VLR_004,38.0,5457.230291661927,517.0007644732352,467.7625964281652,519.6138428838003,49.23816804507004,2.6130784105650946
2026-02-21 02:38:00,VLR_007->VLR_008,42.0,19504.329935217258,1671.7997087329077,2006.1596504794893,1849.8840432292984,334.3599417465816,178.08433449639074
2026-02-21 02:38:00,VLR_010->VLR_011,37.0,548.2308406345504,53.34137908876706,53.34137908876706,54.81176182490364,0.0,1.4703827361365782
2026-02-21 02:41:00,VLR_004->VLR_005,41.0,4762.42861097274,418.1644634024845,489.8497999857675,453.06646442967065,71.685336583283,34.902001027186145
2026-02-21 02:41:00,VLR_011->VLR_012,32.0,615.6104288556737,69.25617324626329,61.561042885567375,60.40837787571113,7.695130360695913,8.847795370552156
2026-02-21 02:43:00,VLR_011->VLR_012,35.0,615.6104288556737,63.31992982515501,69.25617324626329,61.83267415524043,5.93624342110828,1.4872556699145747
2026-02-21 02:44:00,VLR_030->VLR_005,36.0,451.5027227307727,45.15027227307727,56.04861385623385,49.39762289023255,10.89834158315658,4.247350617155277
2026-02-21 02:47:00,VLR_003->VLR_004,37.0,5457.230291661927,530.973758107647,517.0007644732352,515.3899690404797,13.97299363441175,15.583789067167231
2026-02-21 02:48:00,VLR_009->VLR_010,38.0,2548.2634963239693,241.41443649384973,286.67964333644653,276.42763663177755,45.2652068425968,35.01320013792781
2026-02-21 02:49:00,VLR_005->VLR_006,42.0,23172.463843520196,1986.2111865874451,2085.5217459168175,2193.6163495934343,99.31055932937238,207.40516300598915
2026-02-21 02:51:00,VLR_012->VLR_010,30.0,1044.8880302626767,125.3865636315212,104.48880302626768,112.15504192701441,20.897760605253524,13.23152170450679
2026-02-21 02:51:00,VLR_030->VLR_005,34.0,451.5027227307727,47.80617064208181,45.15027227307727,48.566269140294025,2.6558983690045395,0.7600984982122156
2026-02-21 02:52:00,VLR_002->VLR_003,29.0,3893.3638654219217,483.31413501789376,483.31413501789376,428.07688404704055,0.0,55.23725097085321
2026-02-21 02:52:00,VLR_009->VLR_010,39.0,2548.2634963239693,235.22432273759716,241.41443649384973,278.82036724547663,6.190113756252572,43.59604450787947
2026-02-21 02:52:00,VLR_012->VLR_010,31.0,1044.8880302626767,121.34183577243988,125.3865636315212,113.54355079667592,4.04472785908132,7.798284975763963
2026-02-21 02:52:00,VLR_030->VLR_005,37.0,451.5027227307727,43.92999464407518,47.80617064208181,48.62727630716149,3.87617599800663,4.697281663086308
2026-02-21 02:53:00,VLR_021->VLR_022,39.0,1657.6263414122113,153.0116622842041,145.54767875814537,157.15396380725684,7.46398352605874,4.142301523052737
2026-02-21 02:54:00,VLR_021->VLR_022,34.0,1657.6263414122113,175.51337732599885,153.0116622842041,158.8459220469476,22.50171504179474,16.66745527905124
2026-02-21 02:55:00,VLR_001->VLR_002,37.0,3339.0012108314086,324.8757934862992,414.4967020342438,367.12449274429866,89.62090854794462,42.248699257999476
2026-02-21 02:56:00,VLR_010->VLR_011,30.0,548.2308406345504,65.78770087614605,53.34137908876706,54.935587764823545,12.446321787378984,10.852113111322502
2026-02-21 02:56:00,VLR_009->VLR_010,38.0,2548.2634963239693,241.41443649384973,235.22432273759716,269.5654056055688,6.190113756252572,28.150969111719064
2026-02-21 02:59:00,VLR_002->VLR_003,34.0,3893.3638654219217,412.238526927027,483.31413501789376,427.17771907126394,71.07560809086675,14.939192144236927
2026-02-21 03:00:00,VLR_002->VLR_003,30.0,3893.3638654219217,467.20366385063056,412.238526927027,423.5930245771483,54.96513692360355,43.61063927348226
2026-02-21 03:00:00,VLR_004->VLR_005,34.0,4762.42861097274,504.2571470441725,418.1644634024845,455.3752034583267,86.09268364168798,48.88194358584576
2026-02-21 03:00:00,VLR_020->VLR_021,37.0,578.723937221556,56.308274972908144,53.420671128143624,54.51477643585356,2.88760384476452,1.7934985370545817
2026-02-21 03:03:00,VLR_002->VLR_003,36.0,3893.3638654219217,389.33638654219214,467.20366385063056,426.57549803149396,77.86727730843842,37.23911148930182
2026-02-21 03:03:00,VLR_011->VLR_012,35.0,615.6104288556737,63.31992982515501,63.31992982515501,63.99045973947062,0.0,0.6705299143156154
2026-02-21 03:04:00,VLR_011->VLR_012,39.0,615.6104288556737,56.82557804821603,63.31992982515501,61.370436671893444,6.494351776938977,4.544858623677413
2026-02-21 03:05:00,VLR_007->VLR_008,35.0,19504.329935217258,2006.1596504794893,1671.7997087329077,1855.006756913802,334.3599417465816,151.15289356568724
2026-02-21 03:06:00,VLR_021->VLR_022,34.0,1657.6263414122113,175.51337732599885,175.51337732599885,158.4713061372299,0.0,17.042071188768944
2026-02-21 03:06:00,VLR_021->VLR_022,33.0,1657.6263414122113,180.83196451769575,175.51337732599885,159.69077357404458,5.318587191696906,21.141190943651168
2026-02-21 03:06:00,VLR_005->VLR_006,42.0,23172.463843520196,1986.2111865874451,1986.2111865874451,2188.6250865325233,0.0,202.41389994507813
2026-02-21 03:06:00,VLR_020->VLR_021,39.0,578.723937221556,53.420671128143624,56.308274972908144,55.9420500581586,2.88760384476452,2.5213789300149756
2026-02-21 03:10:00,VLR_008->VLR_009,42.0,860.0313838510416,73.7169757586607,86.00313838510417,81.59961543687966,12.28616262644347,7.882639678218965
2026-02-21 03:10:00,VLR_003->VLR_004,34.0,5457.230291661927,577.8243838230276,530.973758107647,518.2088502167577,46.8506257153806,59.61553360626988
2026-02-21 03:10:00,VLR_003->VLR_004,37.0,5457.230291661927,530.973758107647,577.8243838230276,524.9169977081527,46.8506257153806,6.056760399494237
2026-02-21 03:10:00,VLR_007->VLR_008,35.0,19504.329935217258,2006.1596504794893,2006.1596504794893,1844.7301408241804,0.0,161.42950965530895
2026-02-21 03:11:00,VLR_020->VLR_021,37.0,578.723937221556,56.308274972908144,53.420671128143624,54.51477643585356,2.88760384476452,1.7934985370545817
